badzüg,
tüechli,
hänkt,
badhose,
schatteplätzli,
chäschtli,
iibschlosse,
brr,
chöpfler,
inegumpe,
schwümmer,
rücksicht,
längene,
schwümmsch,
schwümmschtiil,
kraul,
bruschtschwümme,
rüggeschwümme,
delfin,
schprungbrätt,
wasserrutschbahn,
attraktione,
sünnele,
verschlofe,
säckli,
arbetstag,
ania,
papi,
dschob,
bruni,
schneit,
windet,
üetlibärg,
dobe,
übere,
mittwuchnomittag,
donnschtigmorge,
friitigobig,
möbel,
langwiilig,
tochter,
hörbuech,
siis,
päckli,
zolldeklaration,
schluss,
sändwitsch,
schtock,
schliifschüele,
nochrichte,
autoschlüssel,
brülle,
gäbigschte,
tania,
umenand,
himbeeri,
schwigermueter,
sueched,
leih,
iischpringe,
alti,
füüf,
nüün,
schlofe,
mira,
langlöifle,
wärded,
europapark,
abschalte,
schriibe,
mäntigmobig,
tsiischtigmorge,
beschriibe,
blaue,
bsuecht,
nina,
wieder,
jojo,
höckle,
eher,
zuefall,
höibeeri,
überegäh,
butter,
öpfuchueche,
wosch,
öpfelchueche,
däm,
öpfelwehie,
öpfeltüne,
wörter,
brousi,
haut,
dialäktwörter,
gfalled,
uferschtande,
tütsche,
tierarzt,
fäll,
bürschte,
chatzechischtli,
süübere,
uhre,
schtö,
graduus,
abbüüge,
bank,
lappi,
they,
leischte,
schtriite,
umegumpe,
alls,
dating,
arbetswäg,
schnorchle,
füfer,
basel,
1,
4,
13,
15,
41,
56,
78,
80,
112,
117,
118,
144,
248,
500,
519,
943,
eli,
schteckdose,
sekündli,
wurscht,
post,
uufpasst,
gheit,
sucht,
griff,
entloh,
smartphone,
reagiersch,
während,
unglück,
verbringsch,
föteli,
soziale,
medie,
posted,
beieli,
be,
feischter,
allergisch,
biindlischtich,
tageställer,
getrennt,
schef,
fründlich,
nahrhaft,
verstohsch,
italiänisch,
russisch,
lüüter,
sölli,
halted,
verlangt,
chf,
hoffsch,
polizist,
loht,
arme,
wegbeschribig,
excüsi,
schweizerdütsch,
meier,
wa,
tscheggsch,
konjugation,
verbe,
erkläre,
stimme,
anderer,
nöd,
lässig,
rüebliturte,
gits,
rüeblisuppe,
snacks,
thanks,
my,
son,
were,
able,
set,
up,
but,
slightly,
different,
setting,
bänd,
vergiss,
fiirsch,
aastosse,
vorsätz,
hatue,
undernähmed,
grimselpass,
choched,
vegetarisches,
traditionells,
liechters,
beides,
paradiis,
wohnmobil,
gnüüse,
gipfel,
eimalig,
widerholed,
cämpingplatz,
plane,
beide,
tanzed,
iiverschtande,
siitwärts,
vüre,
dräie,
lingge,
erklärsch,
üebed,
tänzer,
dänked,
vergange,
uusschlofe,
amene,
hochziitsfäscht,
ghürote,
gfiiret,
jedes,
beat,
septämber,
fabio,
verschpötig,
fiigling,
triibe,
schwümmt,
rettig,
gabi,
hannah,
bliibsch,
chönnte,
funk,
rotwii,
gämsi,
murmeli,
eifachso,
glac,
probier,
kompliziert,
üebige,
sitze,
träniert,
uusrede,
turn,
dehne,
wehliidig,
robust,
unsensibel,
drufgängeri,
überleisch,
ritiseili,
vogelnäschtli,
zmörgelet,
trunke,
zwöits,
uufwache,
langi,
käfeled,
vorbereitet,
höi,
oschterhäsli,
nöiseeland,
lande,
landisch,
schiffli,
riite,
richtigs,
gschtung,
gschtole,
gschtunge,
mitzreise,
hej,
schpring,
dach,
plätzli,
aagurte,
wirtschaft,
wickingerässe,
schwiins,
knuschprig,
hilfeee,
herbert,
wach,
uff,
kulture,
risiko,
tröim,
erinnere,
alptraum,
op,
operation,
physiotherapöit,
nomal,
fäde,
usruhe,
smoothy,
liebt,
war,
abegsetzt,
covid,
chauf,
kod,
leihe,
helga,
wiehnachts,
iigchauft,
fruschtriert,
schpeziell,
aktione,
sonderaagebot,
früsch,
kollege,
alex,
versicheret,
chräftige,
schlag,
golfmobil,
verschtecke,
lauf,
längt,
mathi,
irgendwelchi,
iigschlage,
kolumbie,
zwöischprochigi,
mittelland,
tröpflet,
vormittag,
grägnet,
gwitteret,
gschtürmt,
schtärne,
podcasts,
gnoh,
überchume,
phantastisch,
schiipiste,
gondelbahn,
schwirige,
power,
nuk,
wotsch,
pöiselet,
gruch,
praktischi,
rahel,
farbigs,
farbige,
cüpli,
orangeschü,
moscht,
kafinbsp,
ä,
dörf,
seppi,
luegnbspdet,
kuule,
töff,
verschtoht,
verschtönd,
tschegg,
tramhaltschtell,
gilt,
billett,
zone,
hi,
koschtet,
tages,
zürcher,
chalbsgschnätzlets,
gschnätzlets,
scharf,
geniali,
schnapsidee,
gschpunne,
disco,
theater,
ziehnd,
jung,
boumgarte,
billigers,
schtammchundin,
gwundernase,
chällner,
schloft,
hizgi,
tüüf,
iischnufe,
uuschnufe,
pomfrit,
schpilobig,
mia,
seich,
schpezielle,
wunsch,
wunschlischte,
drühundert,
vierhundert,
zwölf,
china,
kapellbrugg,
chüel,
nass,
fall,
rhiifall,
uusflugsziil,
rhii,
sehenswürdigkeite,
nöchschtens,
taxi,
taxifahrer,
körperteil,
oberschänkel,
gschiider,
schpringt,
höcher,
intensiver,
zah,
zahbürschtli,
pilatus,
davos,
übertriibsch,
unverbesserliche,
blöffsack,
biisst,
gäbe,
miir,
angelruete,
cheibs,
riise,
zieht,
pack,
potzblitz,
monschter,
schrecke,
iigjagt,
sensation,
sensatione,
übertriibe,
allne,
riisige,
übertriib,
sältenere,
prachtsexemplar,
bessere,
delikatesse,
mäntigobig,
schpürhund,
hundeakademii,
schtränge,
megaschträng,
haarschnitt,
nett,
aagnähm,
kontrolle,
resultat,
znachtässe,
bankkonto,
eröffne,
vorname,
familiename,
uufenthaltserlaubnis,
ichaufe,
toll,
trennt,
dinne,
sauna,
schpaare,
hert,
schafffe,
renoviere,
luuter,
trinkt,
meer,
dschiins,
underhose,
socke,
chani,
abig,
lis,
mmh,
murtelauf,
ko,
fasch,
nein,
umgheit,
vertrampet,
beschtziit,
wichtigscht,
zellt,
murte,
rekord,
training,
durchhaltevermöge,
murtenlauf,
gschichtlichi,
sötte,
zuemache,
schtört,
uufmache,
liisliger,
schtelle,
übererutsche,
ufeztue,
buuchweh,
fieber,
ohreweh,
verchältet,
hueschte,
märt,
gschänk,
gsundheit,
ehe,
süessi,
täschene,
öpfelwähie,
mängi,
jol,
beziehig,
grosseletere,
grossvater,
verwöhnt,
betagt,
gebrächlich,
höche,
schaffet,
irem,
gägeschtänd,
erlaubt,
abfertigungshalle,
briefchaschte,
schicke,
behälter,
entsorge,
sünd,
klara,
hauptsach,
längiziit,
aagurtet,
snäck,
klappet,
schnüerli,
sicherheitskontrolle,
schtart,
öv,
annulliert,
schtressig,
ztue,
telefoniert,
güsel,
usebringe,
samichlaus,
bleich,
gschiid,
ängland,
oregon,
schtudiersch,
friburg,
nüüni,
it,
now,
öl,
räder,
liechter,
schtoss,
türe,
laggiere,
schtüür,
uufhöre,
jammere,
sächs,
acht,
oktober,
geburtstagsschtändli,
füfzgi,
schwach,
schwindlig,
wahrschiinlich,
übernoh,
geburi,
ärdbeeriturte,
ässed,
griifed,
schmöcke,
dräckigs,
übernähmed,
geburtstäg,
tschuttisch,
gfühlt,
blüete,
beliebter,
gwundrig,
final,
schwinger,
ambulanz,
kämpfe,
schtabilisiere,
holed,
gewunne,
lieblingstradition,
wunde,
verbinde,
verbinded,
knöchel,
schnällschte,
schönner,
schönschte,
langsamschte,
gföhrlich,
gföhrlicher,
gföhrlichschte,
dumm,
dümmer,
dümmschte,
aluminium,
haltschtell,
salze,
putz,
pfanne,
ruum,
ehemaa,
ehefrau,
gnüsst,
violinkonzärt,
entschpannsch,
entschpannt,
müesli,
joghurt,
härdöpfle,
vierte,
füfte,
nüünte,
sanitärinschtalatör,
vermieter,
kümmeret,
lutz,
vermuete,
tropft,
sanitäär,
verbiicho,
härzliche,
repariert,
elektronische,
grät,
wöschmaschine,
natel,
dringend,
schlitte,
schnee,
beiweh,
grippe,
hals,
tablettli,
zuetate,
bolognese,
bchamel,
lasagne,
schpäck,
raffle,
metallica,
tsiistig,
söllsch,
söttisch,
usruehe,
schtrandhüüsli,
pauer,
dezämber,
januar,
first,
June,
second,
July,
chorprobe,
vorbereitige,
huusbau,
cardinal,
ernähre,
saftdiät,
uusprobiert,
diäte,
ernährt,
saft,
ungeduldig,
fastfood,
süessigkeite,
verzichte,
machbar,
abznäh,
laktose,
gluten,
tipp,
abnäh,
übergwichtigi,
sorry,
umfahrig,
oschterwuchenänd,
gääl,
bruun,
wiiss,
goldig,
goudig,
tuusig,
zwöituusig,
drütuusig,
viertuusig,
füüftuusig,
sächstuusig,
sibetuusig,
achttuusig,
nüüntuusig,
zähtuusig,
wohör,
schpanie,
französin,
pol,
sri,
lanka,
mitrede,
iibürgere,
regiert,
gopfetori,
merke,
abschtimmigssunntig,
bildet,
referändum,
initiative,
bürger,
klub,
nationalitäte,
iibürgeret,
iibürgerigsprozäss,
aktuelle,
lüütet,
schwitze,
klimaalag,
schwül,
drückendi,
chalti,
kurt,
hahah,
schpinnsch,
notfall,
niemerem,
nuss,
mango,
stracciatella,
sorbet,
rahmglacene,
hitzeschlag,
einzige,
schprung,
limmat,
rundume,
schreied,
mitsamt,
notdienscht,
aazlüüte,
fischet,
112i,
notruef,
härkunftsland,
holen,
schlagrahm,
heisser,
allgemeini,
notruefnummere,
rettigssanitäter,
förschter,
gschperrt,
barfuess,
wise,
wösch,
hänke,
licht,
aaloh,
furze,
co2,
helm,
bruchsch,
bewilligung,
benützig,
rutschbahn,
foh,
verfüegbar,
uusgange,
wanderig,
pünktlich,
emol,
fühereruuswiis,
milliardär,
zuedrückt,
station,
buy,
ticket,
st,
galle,
ganzes,
decide,
dog,
ride,
skiing,
equipment,
with,
kombi,
whether,
there,
any,
discount,
tickets,
an,
empty,
seat,
its,
free,
rase,
mäie,
flach,
abegumpe,
ufefahre,
zält,
rucksack,
taschelampe,
wanderschueh,
durscht,
mässer,
täller,
gable,
schränkli,
kantine,
ändi,
pauserüümli,
kafimaschine,
tualette,
uuzschtoh,
rächtziitig,
wieso,
iss,
füehr,
nochhär,
uiuiui,
nussturte,
zuger,
nimms,
easy,
schträng,
iphone,
aanschträngend,
schnörre,
has,
trinkgäld,
erinnerisch,
aagfühlt,
geld,
schnälls,
brucht,
verstecke,
chef,
füehrsch,
luschtiger,
gschtorbe,
ornig,
passe,
passisch,
rägnet,
haglet,
schtürme,
gwitter,
gsundeheit,
allersiits,
verliide,
trottuar,
däne,
hässig,
mue,
missverschtändnis,
gschpannt,
platte,
landschtross,
fahrer,
überfahre,
autobahn,
gränze,
viniette,
dure,
bärg,
palme,
pfiil,
drone,
chäfig,
schtiif,
massiere,
tasse,
schrank,
arbetssüchtig,
überschtunde,
zvil,
bewusst,
bevor,
mischt,
teppich,
türkis,
hellbruun,
lieblingsfarb,
dunkelgrüen,
farb,
Jan,
gwöhnliche,
dominik,
hundsgwöhnliche,
stress,
schefin,
erledige,
amerika,
priorität,
geburtstagsgschänkli,
zäddel,
uusfülle,
gwöhnlichi,
prozedure,
beck,
schoggibrötli,
wüssed,
gradus,
rondo,
vielmal,
viola,
träte,
cappuccino,
lachsgipfeli,
kontakte,
pflege,
hundsgwöhnlichi,
dienschtleischtige,
lokali,
rolleschpil,
ipad,
reserviert,
wivilte,
mieter,
komfibrot,
verträg,
uusschtoh,
skeiteborde,
spiele,
schlittschueh,
höch,
gumpe,
srf,
änglischi,
avatar,
kaffi,
züglisch,
zügled,
früehlig,
homeoffice,
flexibli,
arbetsziite,
iizchaufe,
manuela,
ewan,
gäbiger,
verreise,
iitschegged,
pflücke,
schpringed,
bedien,
umewäg,
wachst,
partnerdini,
deit,
partnerdiinere,
fründinne,
gschwindigkeit,
bräms,
liechtsignal,
fuessgänger,
iiskafi,
ärdbeer,
mineralwasser,
roti,
bluemeschtruuss,
gälbe,
drückerli,
schiine,
schneie,
kuuli,
sohn,
läbesschtiil,
tennisplatz,
apothek,
hotel,
bankomat,
winti,
chindgottesli,
fondu,
caquelon,
erschgrad,
poschter,
berüehmti,
tänzeri,
meitli,
tanzschritt,
iis,
schiituure,
schneeschueh,
bob,
bedingige,
ideal,
schwarzsee,
offe,
piste,
früsche,
pulverschnee,
uusschtige,
gschtande,
verleert,
bin,
warms,
grossartige,
winterschportarte,
uusüebe,
schiint,
computer,
grossartigs,
tönsch,
uufregends,
fidel,
gedanke,
digitale,
dschungel,
schpilsch,
balkon,
feriewohnig,
renovierig,
rate,
sibenezwänzg,
messerli,
schüssed,
schreie,
situation,
aagriffe,
underschtross,
näb,
pauseplatz,
bewaffnet,
kaputzepulli,
jeans,
aagha,
schlank,
18i,
kämpft,
schlussändlich,
schwiizertütschkurs,
chunde,
uufsatz,
färnseh,
dräckig,
t,
hocked,
entschpann,
ghocket,
marc,
ghockt,
uusschtellig,
schtapferhuus,
länzburg,
fuuli,
umehockt,
sitzisch,
stefan,
holend,
kompiuter,
geim,
griifesee,
wahnsinnig,
huere,
bewegig,
abgsässe,
umehocke,
umeschpiide,
schtubehocker,
aktiv,
zämehocksch,
aariisst,
uusgliich,
läseratte,
ursprünglich,
tom,
lukas,
ächt,
churzem,
züglet,
softwär,
grafik,
näbebii,
chreis,
tatsächlich,
maxli,
löffel,
as,
ledig,
merzli,
veränderet,
pensionierig,
bänker,
zoge,
lehreri,
chindheit,
usenand,
buuchmuskle,
aaschpanne,
joo,
vilmal,
provence,
schprichsch,
jetzige,
blog,
tic,
kontakt,
ehemalige,
klassekollege,
uurschprünglich,
hobby,
ross,
gleitschirm,
heidelbeeri,
f,
ig,
feine,
jiu,
öpfeuchueche,
kän,
schaffhuse,
aues,
gäng,
spannend,
verschide,
max,
steffi,
komischi,
chöi,
biischpiu,
compl,
birchermüesli,
normals,
uusdrück,
ke,
mönsch,
schüffet,
u,
schnäu,
pärisou,
reeche,
üser,
eegete,
aui,
würde,
schnell,
regeschirm,
schnabel,
gwachse,
seislertütsch,
alltag,
underscheide,
bsunderi,
verschohsch,
wächslisch,
schpezifischi,
interschwiizerisch,
regionali,
sänder,
schwiizertütschi,
tegschte,
hüsler,
klage,
liged,
cousine,
oschterhääsli,
schoggieier,
verschwinde,
gebüsch,
nochegluegt,
gsägnets,
oschterfäscht,
oschtergruess,
chrischtus,
wahrhaftig,
wiehnachtslied,
wunschlos,
dankbar,
erwarted,
April,
frühe,
mai,
dis,
verantwortig,
uufgab,
chralle,
vertrag,
underschriibe,
verpflichte,
jedi,
energisch,
weich,
kuschelig,
chatze,
bire,
baschta,
choschtbari,
verchratzisch,
nuggi,
dinn,
chochet,
nochträgend,
vergibsch,
zwüschedure,
faschtet,
arbetsschtell,
liferig,
konzärtbileet,
abmache,
vorbereite,
tü,
hauterive,
sarine,
piknike,
tolpasch,
pronome,
nome,
have,
ersie,
should,
fründdinere,
ikea,
ufs,
chlinere,
kingsize,
funktione,
verwöhne,
günschtiger,
fählt,
lampe,
badzimmer,
haltisch,
viereggigi,
praktischer,
chuchichäschtli,
modärner,
zeichne,
youtube,
uusecho,
graziös,
video,
ups,
eifacher,
sauerei,
eh,
anderne,
fortschritt,
zoom,
hütige,
technologie,
rezäpt,
usecho,
komplizierti,
schwirigschte,
hallloo,
höred,
choschtbar,
duftcherzli,
böötlifahre,
wasserrächnig,
himmelswille,
früe,
plantsche,
benzin,
tschuttet,
verschrocke,
schätze,
halbschtund,
naja,
driissg,
flugi,
schtartet,
iitschegget,
chöme,
könnezleere,
ächte,
schöner,
direkt,
begägne,
lösche,
ächti,
begägnige,
min,
kurs,
pändle,
anderersiits,
wit,
gäbige,
umschtändliche,
verchehrsmittel,
iiztschegge,
flugzüg,
lieblingsapp,
warum,
kontaktfröidig,
räge,
läbed,
erika,
thomas,
schtrand,
reläxe,
jammerschad,
kolosseum,Colosseum
vatikan,
pasta,
gelato,
beniide,
schtrandferie,
entschpannig,
puur,
apropo,
interessiere,
gwünnt,
tolli,
freibier,
kroate,
gwünne,to win
mätsch,
gfröit,
gnüss,
besichtiget,
schon,
lieblingsässe,
fuessball,
tiim,
unterstützisch,
klimmzüg,
schpaghetti,
triatlethe,
anderem,
180km,
velofahre,ride bicycle
härzige,
rasse,
wiibli,
männli,
aazhalte,
lüt,
wanderwäg,
landesschproche,
fasnacht,
morgeschtraich,
uusgezeichnet,
kapere,
pepperoni,
roh,
